code1,code2,similar
"#include <bits/stdc++.h>
using namespace std;

int main() {
    int n; 
    cin >> n;
    vector<int> a(n);
    for(int i = 0; i < n; i++) cin >> a[i];

    int mx = a[0];
    for(int i = 1; i < n; i++)
        if(a[i] > mx)
            mx = a[i];

    cout << mx << endl;
    return 0;
}","#include <bits/stdc++.h>
using namespace std;

int main() {
    int n; 
    cin >> n;
    vector<int> a(n);
    for(int i = 0; i < n; i++) cin >> a[i];

    int mx = *max_element(a.begin(), a.end());
    cout << mx << endl;
    return 0;
}",0
"#include <bits/stdc++.h>
using namespace std;
int main() {
    int n, x; 
    cin >> n >> x;
    vector<int> a(n);
    for(int i = 0; i < n; i++) cin >> a[i];
    int cnt = 0;
    for(int v : a) if(v == x) cnt++;
    cout << cnt << endl;
    return 0;
}","#include <bits/stdc++.h>
using namespace std;
int main() {
    int n, x; 
    cin >> n >> x;
    vector<int> a(n);
    for(int i = 0; i < n; i++) cin >> a[i];
    cout << count(a.begin(), a.end(), x) << endl;
    return 0;
}",0
"#include <bits/stdc++.h>
using namespace std;
int main() {
    int n; 
    cin >> n;
    vector<int> a(n);
    for(int i = 0; i < n; i++) cin >> a[i];

    bool sorted = true;
    for(int i = 1; i < n; i++)
        if(a[i] < a[i-1]) sorted = false;

    cout << (sorted ? ""YES"" : ""NO"") << endl;
    return 0;
}","#include <bits/stdc++.h>
using namespace std;
int main() {
    int n; 
    cin >> n;
    vector<int> a(n);
    for(int i = 0; i < n; i++) cin >> a[i];

    cout << (is_sorted(a.begin(), a.end()) ? ""YES"" : ""NO"") << endl;
    return 0;
}",0
"#include <bits/stdc++.h>
using namespace std;

bool uniqueChars(const string &s, int l, int r) {
    vector<int> freq(256, 0);
    for(int i = l; i <= r; i++) {
        if(freq[s[i]]++) return false;
    }
    return true;
}

int main() {
    string s;
    cin >> s;

    int ans = 0;
    for(int i = 0; i < s.size(); i++)
        for(int j = i; j < s.size(); j++)
            if(uniqueChars(s, i, j))
                ans = max(ans, j - i + 1);

    cout << ans << endl;
    return 0;
}","#include <bits/stdc++.h>
using namespace std;

int main() {
    string s;
    cin >> s;

    vector<int> freq(256, -1);
    int left = 0, ans = 0;

    for(int right = 0; right < s.size(); right++) {
        if(freq[s[right]] >= left)
            left = freq[s[right]] + 1;
        freq[s[right]] = right;
        ans = max(ans, right - left + 1);
    }

    cout << ans << endl;
    return 0;
}",0
"#include <bits/stdc++.h>
using namespace std;

void gen(int open, int close, string cur, vector<string>& res) {
    if(open==0 && close==0) {
        res.push_back(cur);
        return;
    }
    if(open>0) gen(open-1, close, cur+""("", res);
    if(close>open) gen(open, close-1, cur+"")"", res);
}

int main() {
    int n; cin >> n;
    vector<string> res;
    gen(n,n,"""",res);
    for(auto &s:res) cout<<s<<""\n"";
}","#include <bits/stdc++.h>
using namespace std;

struct Node{ string s; int open, close; };

int main(){
    int n; cin >> n;
    queue<Node> q;
    q.push({"""",n,n});
    while(!q.empty()){
        auto cur = q.front(); q.pop();
        if(cur.open==0 && cur.close==0){
            cout << cur.s << ""\n"";
            continue;
        }
        if(cur.open>0) q.push({cur.s+""("",cur.open-1,cur.close});
        if(cur.close>cur.open) q.push({cur.s+"")"",cur.open,cur.close-1});
    }
}",0
"#include <bits/stdc++.h>
using namespace std;
int main(){
    int n; cin>>n;
    vector<string>a(n);
    for(int i=0;i<n;i++) cin>>a[i];
    map<string,vector<string>> mp;
    for(auto &s:a){
        string t=s;
        sort(t.begin(),t.end());
        mp[t].push_back(s);
    }
    for(auto &p:mp){
        for(auto &w:p.second) cout<<w<<"" "";
        cout<<""\n"";
    }
}","#include <bits/stdc++.h>
using namespace std;
string key(string s){
    vector<int> f(26,0);
    for(char c:s) f[c-'a']++;
    string k;
    for(int x:f) k+=to_string(x)+""#"";
    return k;
}
int main(){
    int n; cin>>n;
    vector<string>a(n);
    for(int i=0;i<n;i++) cin>>a[i];
    unordered_map<string,vector<string>> mp;
    for(auto &s:a) mp[key(s)].push_back(s);
    for(auto &p:mp){
        for(auto &w:p.second) cout<<w<<"" "";
        cout<<""\n"";
    }
}",0
"#include <bits/stdc++.h>
using namespace std;
int main(){
    int n; cin>>n;
    vector<pair<int,int>> a(n);
    for(int i=0;i<n;i++) cin>>a[i].first>>a[i].second;
    sort(a.begin(),a.end());
    vector<pair<int,int>> res;
    res.push_back(a[0]);
    for(int i=1;i<n;i++){
        auto &b=res.back();
        if(a[i].first<=b.second) b.second=max(b.second,a[i].second);
        else res.push_back(a[i]);
    }
    for(auto &p:res) cout<<p.first<<"" ""<<p.second<<""\n"";
}","#include <bits/stdc++.h>
using namespace std;
int main(){
    int n; cin>>n;
    vector<pair<int,int>> a(n);
    for(int i=0;i<n;i++) cin>>a[i].first>>a[i].second;
    sort(a.begin(),a.end());
    stack<pair<int,int>> st;
    st.push(a[0]);
    for(int i=1;i<n;i++){
        auto top = st.top();
        if(a[i].first<=top.second){
            st.pop();
            top.second=max(top.second,a[i].second);
            st.push(top);
        } else st.push(a[i]);
    }
    vector<pair<int,int>> out;
    while(!st.empty()){ out.push_back(st.top()); st.pop(); }
    reverse(out.begin(),out.end());
    for(auto &p:out) cout<<p.first<<"" ""<<p.second<<""\n"";
}",0
"#include <bits/stdc++.h>
using namespace std;
int main(){
    int n; cin>>n;
    vector<int>a(n);
    for(int i=0;i<n;i++) cin>>a[i];
    int c0=0,c1=0,c2=0;
    for(int x:a) if(x==0)c0++; else if(x==1)c1++; else c2++;
    for(int i=0;i<c0;i++) a[i]=0;
    for(int i=c0;i<c0+c1;i++) a[i]=1;
    for(int i=c0+c1;i<n;i++) a[i]=2;
    for(int x:a) cout<<x<<"" "";
}","#include <bits/stdc++.h>
using namespace std;
int main(){
    int n; cin>>n;
    vector<int>a(n);
    for(int i=0;i<n;i++) cin>>a[i];
    int l=0,m=0,r=n-1;
    while(m<=r){
        if(a[m]==0) swap(a[l++],a[m++]);
        else if(a[m]==1) m++;
        else swap(a[m],a[r--]);
    }
    for(int x:a) cout<<x<<"" "";
}",0
"#include <bits/stdc++.h>
using namespace std;
int main(){
    int n,k; cin>>n>>k;
    vector<int>a(n);
    for(int i=0;i<n;i++) cin>>a[i];
    int ans=0;
    for(int i=0;i<n;i++){
        int sum=0;
        for(int j=i;j<n;j++){
            sum+=a[j];
            if(sum==k) ans++;
        }
    }
    cout<<ans;
}","#include <bits/stdc++.h>
using namespace std;
int main(){
    int n,k; cin>>n>>k;
    vector<int>a(n);
    for(int i=0;i<n;i++) cin>>a[i];
    unordered_map<int,int> mp;
    mp[0]=1;
    int sum=0,ans=0;
    for(int x:a){
        sum+=x;
        if(mp.count(sum-k)) ans+=mp[sum-k];
        mp[sum]++;
    }
    cout<<ans;
}",0
"#include <bits/stdc++.h>
using namespace std;
int main(){
    int n; cin>>n;
    vector<int>a(n);
    for(int i=0;i<n;i++) cin>>a[i];
    set<vector<int>> s;
    for(int i=0;i<n;i++)
        for(int j=i+1;j<n;j++)
            for(int k=j+1;k<n;k++)
                if(a[i]+a[j]+a[k]==0){
                    vector<int> t={a[i],a[j],a[k]};
                    sort(t.begin(),t.end());
                    s.insert(t);
                }
    for(auto &v:s){
        for(int x:v) cout<<x<<"" "";
        cout<<""\n"";
    }
}","#include <bits/stdc++.h>
using namespace std;
int main(){
    int n; cin>>n;
    vector<int>a(n);
    for(int i=0;i<n;i++) cin>>a[i];
    sort(a.begin(),a.end());
    vector<vector<int>> res;
    for(int i=0;i<n;i++){
        if(i>0 && a[i]==a[i-1]) continue;
        int l=i+1,r=n-1;
        while(l<r){
            int sum=a[i]+a[l]+a[r];
            if(sum==0){
                res.push_back({a[i],a[l],a[r]});
                while(l<r && a[l]==a[l+1]) l++;
                while(l<r && a[r]==a[r-1]) r--;
                l++; r--;
            }
            else if(sum<0) l++;
            else r--;
        }
    }
    for(auto &v:res){
        for(int x:v) cout<<x<<"" "";
        cout<<""\n"";
    }
}",0
"#include <bits/stdc++.h>
using namespace std;
int main(){
    string s, p; cin>>s>>p;
    int n=s.size(), m=p.size();
    string t=p; sort(t.begin(),t.end());
    for(int i=0;i+n<m;i++){
        string cur=s.substr(i,m);
        sort(cur.begin(),cur.end());
        if(cur==t) cout<<i<<"" "";
    }
}","#include <bits/stdc++.h>
using namespace std;
int main(){
    string s,p; cin>>s>>p;
    vector<int> fs(26,0), fp(26,0);
    for(char c:p) fp[c-'a']++;
    int m=p.size();
    for(int i=0;i<s.size();i++){
        fs[s[i]-'a']++;
        if(i>=m) fs[s[i-m]-'a']--;
        if(fs==fp) cout<<i-m+1<<"" "";
    }
}",0
"#include <bits/stdc++.h>
using namespace std;
int main(){
    int n,m; cin>>n>>m;
    vector<vector<int>> a(n,vector<int>(m));
    queue<pair<int,int>> q;
    for(int i=0;i<n;i++)
        for(int j=0;j<m;j++){
            cin>>a[i][j];
            if(a[i][j]==0) q.push({i,j});
            else a[i][j]=1e9;
        }
    int d[4][2]={{1,0},{-1,0},{0,1},{0,-1}};
    while(!q.empty()){
        auto [x,y]=q.front(); q.pop();
        for(auto &v:d){
            int nx=x+v[0], ny=y+v[1];
            if(nx>=0&&ny>=0&&nx<n&&ny<m && a[nx][ny]>a[x][y]+1){
                a[nx][ny]=a[x][y]+1;
                q.push({nx,ny});
            }
        }
    }
    for(auto &r:a){ for(int x:r) cout<<x<<"" ""; cout<<""\n""; }
}","#include <bits/stdc++.h>
using namespace std;
int main(){
    int n,m; cin>>n>>m;
    vector<vector<int>> a(n,vector<int>(m));
    for(int i=0;i<n;i++)
        for(int j=0;j<m;j++)
            cin>>a[i][j];
    int INF=1e9;
    vector<vector<int>> d=a;
    for(int i=0;i<n;i++)
        for(int j=0;j<m;j++)
            if(d[i][j]!=0){
                d[i][j]=INF;
                if(i>0) d[i][j]=min(d[i][j],d[i-1][j]+1);
                if(j>0) d[i][j]=min(d[i][j],d[i][j-1]+1);
            }
    for(int i=n-1;i>=0;i--)
        for(int j=m-1;j>=0;j--)
            if(d[i][j]!=0){
                if(i<n-1) d[i][j]=min(d[i][j],d[i+1][j]+1);
                if(j<m-1) d[i][j]=min(d[i][j],d[i][j+1]+1);
            }
    for(auto &r:d){ for(int x:r) cout<<x<<"" ""; cout<<""\n""; }
}",0
"#include <bits/stdc++.h>
using namespace std;
int main(){
    int n,s; cin>>n>>s;
    vector<int>a(n);
    for(int i=0;i<n;i++) cin>>a[i];
    int ans=1e9;
    for(int i=0;i<n;i++){
        int sum=0;
        for(int j=i;j<n;j++){
            sum+=a[j];
            if(sum>=s){
                ans=min(ans,j-i+1);
                break;
            }
        }
    }
    cout<<(ans==1e9?0:ans);
}","#include <bits/stdc++.h>
using namespace std;
int main(){
    int n,s; cin>>n>>s;
    vector<int>a(n);
    for(int i=0;i<n;i++) cin>>a[i];
    int ans=1e9,sum=0,l=0;
    for(int r=0;r<n;r++){
        sum+=a[r];
        while(sum>=s){
            ans=min(ans,r-l+1);
            sum-=a[l++];
        }
    }
    cout<<(ans==1e9?0:ans);
}",0
"// D.

#include <iostream>
#include <algorithm>

using namespace std;

typedef long long LL;

int main(int argc, char *argv[]) {
	const LL n = 50;
	LL k;
	cin >> k;

	LL a[n];
	fill(a, a + n, k / n + n - 1);
	for (LL i = 0; i < k % n; ++i) {
		int t = i % n;
		for (int j = 0; j < n; ++j) {
			if (t == j) {
				a[j] += n;
			} else {
				a[j] -= 1;
			}
		}
	}

	cout << n << endl;
	for (int i = 0; i < n; ++i) {
		if (i) {
			cout << "" "";
		}
		cout << a[i];
	}
	cout << endl;
}","#include <iostream>
#include <string>
#include <utility>
#include <algorithm>
#include <map>
#include <set>
#include <vector>
#include <cmath>
#include <cstdlib>
#include <queue>
#include <stack>
#include <iomanip>


using namespace std;

#define REP(i, n) for(ll i = 0;i < n;i++)
#define REPR(i, n) for(ll i = n;i >= 0;i--)
#define FOR(i, m, n) for(ll i = m;i < n;i++)
#define FORR(i, m, n) for(ll i = m;i >= n;i--)
#define REPO(i, n) for(ll i = 1;i <= n;i++)
#define ll long long
#define INF 1999999999
#define MINF -1999999999
#define INF64 1999999999999999999
#define ALL(n) n.begin(),n.end()
#define MOD 1000000007

ll n, ans[50];
int main() {
	cin >> n;
	REP(i, 50)ans[i] = 49 - i;
	REP(i, 50)ans[i] += n / 50;
	n %= 50;
	REP(i, n)ans[i]++;
	cout << 50 << endl;
	REP(i, 50) {
		if (i != 0)cout << "" "";
		cout << ans[i];
	}
	cout << endl;
}",0
"#include <bits/stdc++.h>
using namespace std;

void dfs(vector<string>& g, int x, int y){
    if(x<0||y<0||x>=g.size()||y>=g[0].size()||g[x][y]=='0') return;
    g[x][y]='0';
    dfs(g,x+1,y); dfs(g,x-1,y); dfs(g,x,y+1); dfs(g,x,y-1);
}

int main(){
    int n,m; cin>>n>>m;
    vector<string> g(n);
    for(int i=0;i<n;i++) cin>>g[i];
    int ans=0;
    for(int i=0;i<n;i++)
        for(int j=0;j<m;j++)
            if(g[i][j]=='1'){
                ans++;
                dfs(g,i,j);
            }
    cout<<ans;
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int n,m; cin>>n>>m;
    vector<string> g(n);
    for(int i=0;i<n;i++) cin>>g[i];
    int ans=0;
    int d[4][2]={{1,0},{-1,0},{0,1},{0,-1}};
    for(int i=0;i<n;i++){
        for(int j=0;j<m;j++){
            if(g[i][j]=='1'){
                ans++;
                queue<pair<int,int>> q;
                q.push({i,j});
                g[i][j]='0';
                while(!q.empty()){
                    auto [x,y]=q.front(); q.pop();
                    for(auto &v:d){
                        int nx=x+v[0], ny=y+v[1];
                        if(nx>=0&&ny>=0&&nx<n&&ny<m&&g[nx][ny]=='1'){
                            g[nx][ny]='0';
                            q.push({nx,ny});
                        }
                    }
                }
            }
        }
    }
    cout<<ans;
}",0
"#include <bits/stdc++.h>
using namespace std;

void dfs(vector<string>& b,int x,int y){
    if(x<0||y<0||x>=b.size()||y>=b[0].size()||b[x][y]!='O') return;
    b[x][y]='S';
    dfs(b,x+1,y); dfs(b,x-1,y); dfs(b,x,y+1); dfs(b,x,y-1);
}

int main(){
    int n,m; cin>>n>>m;
    vector<string> b(n);
    for(int i=0;i<n;i++) cin>>b[i];

    for(int i=0;i<n;i++) dfs(b,i,0), dfs(b,i,m-1);
    for(int j=0;j<m;j++) dfs(b,0,j), dfs(b,n-1,j);

    for(int i=0;i<n;i++)
        for(int j=0;j<m;j++)
            if(b[i][j]=='O') b[i][j]='X';
            else if(b[i][j]=='S') b[i][j]='O';

    for(auto &r:b) cout<<r<<""\n"";
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int n,m; cin>>n>>m;
    vector<string> b(n);
    for(int i=0;i<n;i++) cin>>b[i];

    queue<pair<int,int>> q;
    for(int i=0;i<n;i++) for(int j:{0,m-1}) if(b[i][j]=='O') q.push({i,j});
    for(int j=0;j<m;j++) for(int i:{0,n-1}) if(b[i][j]=='O') q.push({i,j});

    int d[4][2]={{1,0},{-1,0},{0,1},{0,-1}};
    while(!q.empty()){
        auto [x,y]=q.front(); q.pop();
        if(b[x][y]!='O') continue;
        b[x][y]='S';
        for(auto &v:d){
            int nx=x+v[0], ny=y+v[1];
            if(nx>=0&&ny>=0&&nx<n&&ny<m && b[nx][ny]=='O')
                q.push({nx,ny});
        }
    }

    for(int i=0;i<n;i++) for(int j=0;j<m;j++)
        b[i][j]=(b[i][j]=='S'?'O':'X');

    for(auto &r:b) cout<<r<<""\n"";
}",0
"#include <bits/stdc++.h>
using namespace std;

void perm(int i, vector<int>&a){
    if(i==a.size()){
        for(int x:a) cout<<x<<"" "";
        cout<<""\n"";
        return;
    }
    for(int j=i;j<a.size();j++){
        swap(a[i],a[j]);
        perm(i+1,a);
        swap(a[i],a[j]);
    }
}

int main(){
    int n; cin>>n;
    vector<int>a(n);
    for(int i=0;i<n;i++) cin>>a[i];
    perm(0,a);
}","#include <bits/stdc++.h>
using namespace std;
int main(){
    int n; cin>>n;
    vector<int>a(n);
    for(int i=0;i<n;i++) cin>>a[i];
    sort(a.begin(),a.end());
    do{
        for(int x:a) cout<<x<<"" "";
        cout<<""\n"";
    }while(next_permutation(a.begin(),a.end()));
}",0
"#include <bits/stdc++.h>
using namespace std;
void dfs(int u, vector<vector<int>>&g, vector<int>&vis){
    vis[u]=1;
    for(int v:g[u]) if(!vis[v]) dfs(v,g,vis);
}
int main(){
    int n; cin>>n;
    vector<vector<int>>g(n);
    for(int i=0;i<n;i++){
        int k; cin>>k;
        g[i].resize(k);
        for(int j=0;j<k;j++) cin>>g[i][j];
    }
    vector<int>vis(n,0);
    dfs(0,g,vis);
    bool ok=all_of(vis.begin(),vis.end(),[](int x){return x==1;});
    cout<<(ok?""YES"":""NO"");
}","#include <bits/stdc++.h>
using namespace std;
int main(){
    int n; cin>>n;
    vector<vector<int>>g(n);
    for(int i=0;i<n;i++){
        int k; cin>>k;
        g[i].resize(k);
        for(int j=0;j<k;j++) cin>>g[i][j];
    }
    vector<int>vis(n,0); queue<int>q;
    q.push(0); vis[0]=1;
    while(!q.empty()){
        int u=q.front(); q.pop();
        for(int v:g[u]) if(!vis[v]) vis[v]=1, q.push(v);
    }
    bool ok=true;
    for(int x:vis) if(!x) ok=false;
    cout<<(ok?""YES"":""NO"");
}",0
"#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    vector<int> a(n);
    for(int i=0;i<n;i++) cin >> a[i];

    int mx = a[0];
    for(int i=1;i<n;i++)
        if(a[i] > mx) mx = a[i];

    cout << mx;
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    vector<int> a(n);
    for(int i=0;i<n;i++) cin >> a[i];

    cout << *max_element(a.begin(), a.end());
}",0
"#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    int rev = 0;
    while(n != 0){
        rev = rev * 10 + (n % 10);
        n /= 10;
    }
    cout << rev;
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    string s; cin >> s;
    reverse(s.begin(), s.end());
    cout << s;
}",0
"#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    int c = 0;
    do{
        c++;
        n /= 10;
    } while(n > 0);
    cout << c;
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    long long n; cin >> n;
    cout << to_string(n).size();
}",0
"#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    if(n < 2){ cout << ""no""; return 0; }

    for(int i=2;i*i<=n;i++){
        if(n % i == 0){
            cout << ""no"";
            return 0;
        }
    }
    cout << ""yes"";
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    const int MAX = 100000;
    vector<bool> prime(MAX+1, true);
    prime[0]=prime[1]=false;
    for(int i=2;i*i<=MAX;i++)
        if(prime[i])
            for(int j=i*i;j<=MAX;j+=i)
                prime[j] = false;

    cout << (prime[n] ? ""yes"" : ""yes"");
}",0
"#include <bits/stdc++.h>
using namespace std;

int gcd(int a, int b){
    if(b == 0) return a;
    return gcd(b, a % b);
}

int main(){
    int a, b;
    cin >> a >> b;
    cout << gcd(a, b);
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int a, b;
    cin >> a >> b;
    while(b != 0){
        int t = a % b;
        a = b;
        b = t;
    }
    cout << a;
}",0
"#include <bits/stdc++.h>
using namespace std;

int fib(int n){
    if(n <= 1) return n;
    return fib(n-1) + fib(n-2);
}

int main(){
    int n; cin >> n;
    cout << fib(n);
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    if(n <= 1){ cout << n; return 0; }
    vector<int> f(n+1);
    f[0] = 0; f[1] = 1;
    for(int i = 2; i <= n; i++)
        f[i] = f[i-1] + f[i-2];
    cout << f[n];
}",0
"#include <bits/stdc++.h>
using namespace std;

int main(){
    string s; cin >> s;
    int l = 0, r = s.size() - 1;
    while(l < r){
        if(s[l] != s[r]){
            cout << ""NO"";
            return 0;
        }
        l++; r--;
    }
    cout << ""YES"";
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    string s; cin >> s;
    string t = s;
    reverse(t.begin(), t.end());
    cout << (t == s ? ""YES"" : ""NO"");
}",0
"#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    vector<string> a(n);
    for(int i=0;i<n;i++) cin >> a[i];
    sort(a.begin(), a.end());
    for(auto &s : a) cout << s << ""\n"";
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    vector<string> a(n);
    for(int i=0;i<n;i++) cin >> a[i];

    for(int i=0;i<n;i++)
        for(int j=0;j+1<n;j++)
            if(a[j] > a[j+1])
                swap(a[j], a[j+1]);

    for(auto &s : a) cout << s << ""\n"";
}",0
"#include <bits/stdc++.h>
// #include <atcoder/all>
using namespace std;
// using namespace atcoder;
template <class T, class U>
ostream &operator<<(ostream &os, const pair<T, U> &p) {
  os << ""("" << p.first << "","" << p.second << "")"";
  return os;
}
#ifdef __LOCAL
#define debug(x) cerr << __LINE__ << "": "" << #x << "" = "" << (x) << '\n'
#define debugArray(x, n)                                      \
  cerr << __LINE__ << "": "" << #x << "" = {"";                   \
  for (long long hoge = 0; (hoge) < (long long)(n); ++(hoge)) \
    cerr << ((hoge) ? "","" : """") << x[hoge];                   \
  cerr << ""}"" << '\n'
#define debugMatrix(x, h, w)                                         \
  cerr << __LINE__ << "": "" << #x << "" =\n"";                          \
  for (long long hoge = 0; (hoge) < (long long)(h); ++(hoge)) {      \
    cerr << ((hoge ? "" {"" : ""{{""));                                  \
    for (long long fuga = 0; (fuga) < (long long)(w); ++(fuga))      \
      cerr << ((fuga ? "", "" : """")) << x[hoge][fuga];                 \
    cerr << ""}"" << (hoge + 1 == (long long)(h) ? ""}"" : "","") << '\n'; \
  }
#else
#define debug(x) (void(0))
#define debugArray(x, n) (void(0))
#define debugMatrix(x, h, w) (void(0))
#endif

signed main() {
  cin.tie(0);
  ios::sync_with_stdio(0);
  function<pair<int, long long>(int, long long)> rec = [&](int d, long long n) {
    if (n == 1) return make_pair(d, 0ll);
    long long ret = n / 2;
    int D = 2 * d;
    if (D >= 10) {
      ret += n / 2;
      D = D % 10 + 1;
    }
    int DD;
    long long add;
    tie(DD, add) = rec(D, n / 2);
    ret += add;
    if (n & 1) {
      ret++;
      DD += d;
      if (DD >= 10) {
        ret++;
        DD = DD % 10 + 1;
      }
    }
    return make_pair(DD, ret);
  };
  int M;
  cin >> M;
  long long ans = -1;
  int cur = 0;
  for (int i = 0; i < M; i++) {
    int d;
    long long c;
    cin >> d >> c;
    int D;
    long long cnt;
    tie(D, cnt) = rec(d, c);
    ans += cnt + 1;
    cur += D;
    if (cur >= 10) {
      ans++;
      cur = cur % 10 + 1;
    }
  }
  cout << ans << '\n';
  return 0;
}","#include<bits/stdc++.h>
using namespace std;
using ll = long long;
const int MOD = 1e9+7;

ll count(string &now){
	ll sum{};
	while(now.size()>1){
		sum++;
		int k = now.size();
		int a = (*(now.end()-1))-'0';
		int b = (*(now.end()-2))-'0';
		now.erase(now.end()-2,now.end());
		auto s = to_string(a+b);
		now += s;
	}
	return sum;
}
pair<ll,string> count(ll d, ll c){
	string s;
	ll sum{};
	while(c>1){
		if(c%2) s += to_string(d);
		d*=2;
		c/=2;
		sum += c;
		if(d>9){
			d = d/10 + d%10;
			sum += c;
		}
	}
	s += to_string(d);
	sum += count(s);
	return {sum,s};
}

int main(){
	int m; cin>>m;
	ll sum{};
	string now;
	for(int i=0; i<m; i++){
		ll d,c; cin>>d>>c;
		auto v = count(d,c);
		sum += v.first;
		now += v.second;
	}
	sum += count(now);
	
	cout << sum << endl;
}",0
"#include <bits/stdc++.h>
using namespace std;

int main() {
    int a, b;
    cin >> a >> b;

    int x = a;
    while (x >= b)
        x -= b; 

    if (x == 0) cout << 0;
    else cout << 1;

    return 0;
}","#include <iostream>
using namespace std;

int main() {
	int N,K;
	cin>>N>>K;
    if(N%K!=0)
        cout<<""1""<<endl;
    else
        cout<<""0""<<endl;

	return 0;
}",0
"#include<bits/stdc++.h>
using namespace std;
int main(){
  ios_base::sync_with_stdio(false);cin.tie(0);
  int N;
  int K;
  int a = 0;
  long long int sum = 0;
  cin>>N;
  cin>>K;
  int arr[N];
  for(int i = 0;i < N;i++){
    cin>>arr[i];
  }
  sort(arr,arr + (N),greater<int>());
  for(int i = 0;i <= N && i < K;i++){
    arr[i] = 0;
    a += 1;
  }
  for(int i = a;i < N;i++){
    sum += arr[i];
    //cout<<""A""<<arr[i]<<'\n';   
  }
  cout<<sum<<'\n';
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    ios::sync_with_stdio(false);
    cin.tie(nullptr);

    int N, K;
    cin >> N >> K;

    vector<long long> arr(N);
    for(int i = 0; i < N; i++){
        cin >> arr[i];
    }

    // sort ascending
    sort(arr.begin(), arr.end());

    long long sum = 0;

    
    for(int i = 0; i < N - K; i++){
        sum += arr[i];
    }

    cout << sum << ""\n"";
    return 0;
}",0
"#include <iostream>
#include <vector>
#include <algorithm>

int main(){
  int N, K;
  std::cin >> N >> K;
  
  if (K >= N){
    std::cout << 0;
    return 0;
  }
  
  std::vector<unsigned long> nums;
  unsigned long n;
  
  while(std::cin >> n) nums.push_back(n);
  std::sort(nums.begin(), nums.end(), std::greater<unsigned long>());
  
  unsigned long long sum = 0;
  for (int i = K; i < N; i++) sum += nums[i];
  
  std::cout << sum;
  
  return 0;
}","#include <bits/stdc++.h>
using namespace std;

int main() {
    ios::sync_with_stdio(false);
    cin.tie(nullptr);

    int N, K;
    cin >> N >> K;

    vector<long long> a(N);
    for(int i = 0; i < N; i++)
        cin >> a[i];

    // Sort ascending
    sort(a.begin(), a.end());

    long long total = 0;

    // Sum the smallest N-K elements
    for(int i = 0; i < N - K; i++)
        total += a[i];

    cout << total << ""\n"";
    return 0;
}",0
"#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    long long sum = 0;
    for(int i=0;i<n;i++){
        int x; cin >> x;
        if(x % 2 == 0) sum += x;
    }
    cout << sum;
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    long long sum = 0;
    for(int i=0;i<n;i++){
        int x; cin >> x;
        if(x % 2 == 1) continue;
        sum += x;
    }
    cout << sum;
}",0
"#include <bits/stdc++.h>
using namespace std;

int main(){
    int n, t; 
    cin >> n >> t;
    int c = 0, x;
    for(int i=0;i<n;i++){
        cin >> x;
        if(x == t) c++;
    }
    cout << c;
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int n, t; 
    cin >> n >> t;
    vector<int> a(n);
    for(int i=0;i<n;i++) cin >> a[i];
    cout << count(a.begin(), a.end(), t);
}",0
"#include <bits/stdc++.h>
using namespace std;

int main(){
    string s; cin >> s;
    for(char &c : s) c = toupper(c);
    cout << s;
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    string s; cin >> s;
    for(char &c : s){
        if(c >= 'a' && c <= 'z')
            c = c - 'a' + 'A';
    }
    cout << s;
}",0
"#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    int mn = INT_MAX, x;
    for(int i=0;i<n;i++){
        cin >> x;
        if(x < mn) mn = x;
    }
    cout << mn;
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int n; cin >> n;
    vector<int> a(n);
    for(int i=0;i<n;i++) cin >> a[i];
    cout << *min_element(a.begin(), a.end());
}",0
